sample_name,source_dataset,original_database_id,original_id,eval_id,query_id,original_url,original_url_note,formula,ideal_chemistry,target_formula_key,space_group,crystal_system,target_phase_id,formula_group_id,candidate_source_origin,fit_status,fit_rwp_percent,fit_peak_window_rwp,fit_peak_window_pearson,fit_matched_peak_fraction,fit_background_fraction,warning_flags,public_spectrum_path,public_cif_path
K2Fe2S5Cl_1,opXRD,opXRD:001003,1003,opXRD:001003,opxrd__001003,,not_recorded_in_manifest,K2Fe2S5Cl,K2Fe2S5Cl,K2Fe2S5Cl,1,triclinic,opxrd_001003,Cl1|Fe2|K2|S5::sg::1,opxrd,fit_quality_filtered,3.4229155383789442,3.5921390861188534,0.999713979497471,0.5,0.004669235327729401,"[""trimmed_below_5deg"", ""marginal_peak_match""]",real_spectra/K2Fe2S5Cl_1/K2Fe2S5Cl_1.xy,real_spectra/K2Fe2S5Cl_1/K2Fe2S5Cl_1.cif
K2Mg2(SO4)3_198,RRUFF,RRUFF:R070285-1,R070285-1,RRUFF:R070285-1,rruff__R070285-1,https://rruff.info/R070285,inferred_from_rruff_id,K2Mg2(SO4)3,K2Mg2(SO4)3,K2Mg2(SO4)3,198,cubic,rruff_amcsd_0017885,K2|Mg2|O12|S3::sg::198,rruff,fit_quality_filtered,22.502776935889347,20.155685211602606,0.9848971572641444,0.875,0.8667964446125805,[],real_spectra/K2Mg2(SO4)3_198/K2Mg2(SO4)3_198.xy,real_spectra/K2Mg2(SO4)3_198/K2Mg2(SO4)3_198.cif
K3Al5P8(H21O25)2_167,RRUFF,RRUFF:R140802-1,R140802-1,RRUFF:R140802-1,rruff__R140802-1,https://rruff.info/R140802,inferred_from_rruff_id,K3Al5P8(H21O25)2,K3Al5P8(H21O25)2,K3Al5P8(H21O25)2,167,trigonal_hex,rruff_amcsd_0012725,Al5|H42|K3|O50|P8::sg::167,rruff,fit_quality_filtered,13.870559384053758,12.448959234584562,0.9646338774983471,0.75,0.9444297962556731,[],real_spectra/K3Al5P8(H21O25)2_167/K3Al5P8(H21O25)2_167.xy,real_spectra/K3Al5P8(H21O25)2_167/K3Al5P8(H21O25)2_167.cif
KCu24Ag9H48Pb26(Cl31O24)2_221,RRUFF,RRUFF:R050022-1,R050022-1,RRUFF:R050022-1,rruff__R050022-1,https://rruff.info/R050022,inferred_from_rruff_id,KCu24Ag9H48Pb26(Cl31O24)2,KCu24Ag9H48Pb26(Cl31O24)2,KCu24Ag9H48Pb26(Cl31O24)2,221,cubic,rruff_amcsd_0005684,Ag9|Cl62|Cu24|H48|K1|O48|Pb26::sg::221,rruff,fit_quality_filtered,21.39728489423862,21.236492852907308,0.9457910743265584,0.75,0.6486934226597376,[],real_spectra/KCu24Ag9H48Pb26(Cl31O24)2_221/KCu24Ag9H48Pb26(Cl31O24)2_221.xy,real_spectra/KCu24Ag9H48Pb26(Cl31O24)2_221/KCu24Ag9H48Pb26(Cl31O24)2_221.cif
KFeHS2O7_1,opXRD,opXRD:000609,609,opXRD:000609,opxrd__000609,,not_recorded_in_manifest,KFeHS2O7,KFeHS2O7,KFeHS2O7,1,triclinic,opxrd_000609,Fe1|H1|K1|O7|S2::sg::1,opxrd,fit_quality_filtered,1.5574977952875853,1.6906886643127041,0.999948278552351,0.625,0.09336854572577949,[],real_spectra/KFeHS2O7_1/KFeHS2O7_1.xy,real_spectra/KFeHS2O7_1/KFeHS2O7_1.cif
KFeS3_1,opXRD,opXRD:000534,534,opXRD:000534,opxrd__000534,,not_recorded_in_manifest,KFeS3,KFeS3,KFeS3,1,triclinic,opxrd_000534,Fe1|K1|S3::sg::1,opxrd,fit_quality_filtered,3.467726426935722,3.691209046288977,0.9997071748990071,0.375,0.001517740053082966,"[""trimmed_below_5deg"", ""marginal_peak_match""]",real_spectra/KFeS3_1/KFeS3_1.xy,real_spectra/KFeS3_1/KFeS3_1.cif
KLi3Zr2(Si2O5)6_192,RRUFF,RRUFF:R050648-1,R050648-1,RRUFF:R050648-1,rruff__R050648-1,https://rruff.info/R050648,inferred_from_rruff_id,KLi3Zr2(Si2O5)6,KLi3Zr2(Si2O5)6,KLi3Zr2(Si2O5)6,192,hexagonal,rruff_amcsd_0005692,K1|Li3|O30|Si12|Zr2::sg::192,rruff,fit_quality_filtered,38.03057948417303,40.69504030188818,0.6211902574207496,0.75,0.7696503163491084,[],real_spectra/KLi3Zr2(Si2O5)6_192/KLi3Zr2(Si2O5)6_192.xy,real_spectra/KLi3Zr2(Si2O5)6_192/KLi3Zr2(Si2O5)6_192.cif
KLiSiSnO3_1,opXRD,opXRD:000555,555,opXRD:000555,opxrd__000555,,not_recorded_in_manifest,KLiSiSnO3,KLiSiSnO3,KLiSiSnO3,1,triclinic,opxrd_000555,K1|Li1|O3|Si1|Sn1::sg::1,opxrd,fit_quality_filtered,3.1402354957602423,3.4049199903594856,0.9997933951643639,0.5,0.05915497342416458,"[""trimmed_below_5deg""]",real_spectra/KLiSiSnO3_1/KLiSiSnO3_1.xy,real_spectra/KLiSiSnO3_1/KLiSiSnO3_1.cif
KMg2B12H19O30_15,RRUFF,RRUFF:R060352-1,R060352-1,RRUFF:R060352-1,rruff__R060352-1,https://rruff.info/R060352,inferred_from_rruff_id,KMg2B12H19O30,KMg2B12H19O30,KMg2B12H19O30,15,monoclinic,rruff_amcsd_0005415,B12|H19|K1|Mg2|O30::sg::15,rruff,fit_quality_filtered,28.10712968685733,28.254657802249717,0.7909344298548324,0.875,0.6398011933025072,[],real_spectra/KMg2B12H19O30_15/KMg2B12H19O30_15.xy,real_spectra/KMg2B12H19O30_15/KMg2B12H19O30_15.cif
KNa22C2S9ClO42_176,RRUFF,RRUFF:R050291-1,R050291-1,RRUFF:R050291-1,rruff__R050291-1,https://rruff.info/R050291,inferred_from_rruff_id,KNa22C2S9ClO42,KNa22C2S9ClO42,KNa22C2S9ClO42,176,hexagonal,rruff_amcsd_0000383,C2|Cl1|K1|Na22|O42|S9::sg::176,rruff,fit_quality_filtered,27.667357290460927,27.803223541920307,0.9831427930460855,0.5,0.43347368944118525,[],real_spectra/KNa22C2S9ClO42_176/KNa22C2S9ClO42_176.xy,real_spectra/KNa22C2S9ClO42_176/KNa22C2S9ClO42_176.cif
KNaAl2(SiO3)2_1,opXRD,opXRD:000565,565,opXRD:000565,opxrd__000565,,not_recorded_in_manifest,KNaAl2(SiO3)2,KNaAl2(SiO3)2,KNaAl2(SiO3)2,1,triclinic,opxrd_000565,Al2|K1|Na1|O6|Si2::sg::1,opxrd,fit_quality_filtered,3.1113443017703704,3.2938800403346966,0.9997856941081676,0.75,0.06700118770582353,"[""marginal_peak_match""]",real_spectra/KNaAl2(SiO3)2_1/KNaAl2(SiO3)2_1.xy,real_spectra/KNaAl2(SiO3)2_1/KNaAl2(SiO3)2_1.cif
KNaCu(Si2O5)2_1,opXRD,opXRD:001040,1040,opXRD:001040,opxrd__001040,,not_recorded_in_manifest,KNaCu(Si2O5)2,KNaCu(Si2O5)2,KNaCu(Si2O5)2,1,triclinic,opxrd_001040,Cu1|K1|Na1|O10|Si4::sg::1,opxrd,fit_quality_filtered,0.6801212500319103,0.829596250610398,0.9999868830940711,0.5,0.15493746183095997,"[""marginal_peak_match""]",real_spectra/KNaCu(Si2O5)2_1/KNaCu(Si2O5)2_1.xy,real_spectra/KNaCu(Si2O5)2_1/KNaCu(Si2O5)2_1.cif
KNaSiBO3_1,opXRD,opXRD:000702,702,opXRD:000702,opxrd__000702,,not_recorded_in_manifest,KNaSiBO3,KNaSiBO3,KNaSiBO3,1,triclinic,opxrd_000702,B1|K1|Na1|O3|Si1::sg::1,opxrd,fit_quality_filtered,3.1468078838099185,3.373178975887414,0.9997941006118732,0.5,0.0610412855620508,"[""marginal_peak_match""]",real_spectra/KNaSiBO3_1/KNaSiBO3_1.xy,real_spectra/KNaSiBO3_1/KNaSiBO3_1.cif
KNaSiF6_62,RRUFF,RRUFF:R090034-1,R090034-1,RRUFF:R090034-1,rruff__R090034-1,https://rruff.info/R090034,inferred_from_rruff_id,KNaSiF6,KNaSiF6,KNaSiF6,62,orthorhombic,rruff_amcsd_0014361,F6|K1|Na1|Si1::sg::62,rruff,fit_quality_filtered,25.289984456519914,24.951723644317994,0.9804313482167468,1.0,0.4976325287251887,[],real_spectra/KNaSiF6_62/KNaSiF6_62.xy,real_spectra/KNaSiF6_62/KNaSiF6_62.cif
KUVO6_1,opXRD,opXRD:000594,594,opXRD:000594,opxrd__000594,,not_recorded_in_manifest,KUVO6,KUVO6,KUVO6,1,triclinic,opxrd_000594,K1|O6|U1|V1::sg::1,opxrd,fit_quality_filtered,2.698557987578215,2.940603918690431,0.999781523928011,0.5,0.025177466838068055,"[""marginal_peak_match""]",real_spectra/KUVO6_1/KUVO6_1.xy,real_spectra/KUVO6_1/KUVO6_1.cif
KZrSiO2_1,opXRD,opXRD:000817,817,opXRD:000817,opxrd__000817,,not_recorded_in_manifest,KZrSiO2,KZrSiO2,KZrSiO2,1,triclinic,opxrd_000817,K1|O2|Si1|Zr1::sg::1,opxrd,fit_quality_filtered,0.7473098211796597,0.7871042502329118,0.9999887138499488,0.75,0.06362548499286154,[],real_spectra/KZrSiO2_1/KZrSiO2_1.xy,real_spectra/KZrSiO2_1/KZrSiO2_1.cif
Li2CO3_15,RRUFF,RRUFF:R100211-1,R100211-1,RRUFF:R100211-1,rruff__R100211-1,https://rruff.info/R100211,inferred_from_rruff_id,Li2CO3,Li2CO3,Li2CO3,15,monoclinic,rruff_amcsd_0010813,C1|Li2|O3::sg::15,rruff,fit_quality_filtered,15.143708118394594,18.848401616478842,0.9850067327473799,0.875,0.7249951826489615,[],real_spectra/Li2CO3_15/Li2CO3_15.xy,real_spectra/Li2CO3_15/Li2CO3_15.cif
Li2Fe3PHO5_1,opXRD,opXRD:000239,239,opXRD:000239,opxrd__000239,,not_recorded_in_manifest,Li2Fe3PHO5,Li2Fe3PHO5,Li2Fe3PHO5,1,triclinic,opxrd_000239,Fe3|H1|Li2|O5|P1::sg::1,opxrd,fit_quality_filtered,0.7105233477813712,0.7633176735403134,0.999985977543531,0.5,0.15416529574717194,"[""marginal_peak_match""]",real_spectra/Li2Fe3PHO5_1/Li2Fe3PHO5_1.xy,real_spectra/Li2Fe3PHO5_1/Li2Fe3PHO5_1.cif
LiAl(Si2O5)2_13,RRUFF,RRUFF:R040100-1,R040100-1,RRUFF:R040100-1,rruff__R040100-1,https://rruff.info/R040100,inferred_from_rruff_id,LiAl(Si2O5)2,LiAl(Si2O5)2,LiAl(Si2O5)2,13,monoclinic,rruff_amcsd_0010850,Al1|Li1|O10|Si4::sg::13,rruff,fit_quality_filtered,24.112529318771397,25.3724969841515,0.9711707448008113,0.875,0.6477844251307823,[],real_spectra/LiAl(Si2O5)2_13/LiAl(Si2O5)2_13.xy,real_spectra/LiAl(Si2O5)2_13/LiAl(Si2O5)2_13.cif
LiAlPHO5_2,RRUFF,RRUFF:R050500-1,R050500-1,RRUFF:R050500-1,rruff__R050500-1,https://rruff.info/R050500,inferred_from_rruff_id,LiAlPHO5,LiAlPHO5,LiAlPHO5,2,triclinic,rruff_amcsd_0001320,Al1|H1|Li1|O5|P1::sg::2,rruff,fit_quality_filtered,10.181466355217546,13.96610035927694,0.993512056997162,0.75,0.41702993891967166,[],real_spectra/LiAlPHO5_2/LiAlPHO5_2.xy,real_spectra/LiAlPHO5_2/LiAlPHO5_2.cif
LiFe2PHO5_1,opXRD,opXRD:000701,701,opXRD:000701,opxrd__000701,,not_recorded_in_manifest,LiFe2PHO5,LiFe2PHO5,LiFe2PHO5,1,triclinic,opxrd_000701,Fe2|H1|Li1|O5|P1::sg::1,opxrd,fit_quality_filtered,0.7398302815482655,0.8140527701875665,0.9999858702280722,0.75,0.13189027222858862,[],real_spectra/LiFe2PHO5_1/LiFe2PHO5_1.xy,real_spectra/LiFe2PHO5_1/LiFe2PHO5_1.cif
Mg2Al4Si5O18_66,RRUFF,RRUFF:R040082-1,R040082-1,RRUFF:R040082-1,rruff__R040082-1,https://rruff.info/R040082,inferred_from_rruff_id,Mg2Al4Si5O18,Mg2Al4Si5O18,Mg2Al4Si5O18,66,orthorhombic,rruff_amcsd_0007383,Al4|Mg2|O18|Si5::sg::66,rruff,fit_quality_filtered,22.24434787857531,23.534851266759343,0.9150128625539712,0.875,0.6780898081537412,[],real_spectra/Mg2Al4Si5O18_66/Mg2Al4Si5O18_66.xy,real_spectra/Mg2Al4Si5O18_66/Mg2Al4Si5O18_66.cif
Mg2H10SO9_1,opXRD,opXRD:000215,215,opXRD:000215,opxrd__000215,,not_recorded_in_manifest,Mg2H10SO9,Mg2H10SO9,Mg2H10SO9,1,triclinic,opxrd_000215,H10|Mg2|O9|S1::sg::1,opxrd,fit_quality_filtered,0.9534620350213969,1.0956344455541618,0.9999753588581471,0.625,0.2060969983319512,[],real_spectra/Mg2H10SO9_1/Mg2H10SO9_1.xy,real_spectra/Mg2H10SO9_1/Mg2H10SO9_1.cif
Mg2SiO3_1,opXRD,opXRD:000374,374,opXRD:000374,opxrd__000374,,not_recorded_in_manifest,Mg2SiO3,Mg2SiO3,Mg2SiO3,1,triclinic,opxrd_000135,Mg2|O3|Si1::sg::1,opxrd,fit_quality_filtered,32.09179482353,55.67313965154027,0.4797839200243256,0.625,0.8841199730625163,"[""marginal_peak_match""]",real_spectra/Mg2SiO3_1/Mg2SiO3_1.xy,real_spectra/Mg2SiO3_1/Mg2SiO3_1.cif
Mg2SiO4_62,RRUFF,RRUFF:R040052-1,R040052-1,RRUFF:R040052-1,rruff__R040052-1,https://rruff.info/R040052,inferred_from_rruff_id,Mg2SiO4,Mg2SiO4,Mg2SiO4,62,orthorhombic,rruff_amcsd_0000276,Mg2|O4|Si1::sg::62,rruff,fit_quality_filtered,11.302675259636967,14.673033480461925,0.9886107862651952,0.875,0.45216795749586663,[],real_spectra/Mg2SiO4_62/Mg2SiO4_62.xy,real_spectra/Mg2SiO4_62/Mg2SiO4_62.cif
Mg2ZrP2(H2O3)4_1,opXRD,opXRD:000993,993,opXRD:000993,opxrd__000993,,not_recorded_in_manifest,Mg2ZrP2(H2O3)4,Mg2ZrP2(H2O3)4,Mg2ZrP2(H2O3)4,1,triclinic,opxrd_000993,H8|Mg2|O12|P2|Zr1::sg::1,opxrd,fit_quality_filtered,3.147069486206518,3.46796051029472,0.9997226188919084,0.5,0.11764263381121907,[],real_spectra/Mg2ZrP2(H2O3)4_1/Mg2ZrP2(H2O3)4_1.xy,real_spectra/Mg2ZrP2(H2O3)4_1/Mg2ZrP2(H2O3)4_1.cif
Mg3Al2(SiO4)3_230,RRUFF,RRUFF:R050446-1,R050446-1,RRUFF:R050446-1,rruff__R050446-1,https://rruff.info/R050446,inferred_from_rruff_id,Mg3Al2(SiO4)3,Mg3Al2(SiO4)3,Mg3Al2(SiO4)3,230,cubic,rruff_amcsd_0000142,Al2|Mg3|O12|Si3::sg::230,rruff,fit_quality_filtered,14.217604787907447,14.03530463336448,0.9670268220759521,1.0,0.8875231122627215,[],real_spectra/Mg3Al2(SiO4)3_230/Mg3Al2(SiO4)3_230.xy,real_spectra/Mg3Al2(SiO4)3_230/Mg3Al2(SiO4)3_230.cif
Mg5H10(C2O9)2_14,RRUFF,RRUFF:R060011-1,R060011-1,RRUFF:R060011-1,rruff__R060011-1,https://rruff.info/R060011,inferred_from_rruff_id,Mg5H10(C2O9)2,Mg5H10(C2O9)2,Mg5H10(C2O9)2,14,monoclinic,rruff_amcsd_0009586,C4|H10|Mg5|O18::sg::14,rruff,fit_quality_filtered,29.11519614869849,30.738501844136874,0.9420891148423238,0.875,0.7386572982103993,[],real_spectra/Mg5H10(C2O9)2_14/Mg5H10(C2O9)2_14.xy,real_spectra/Mg5H10(C2O9)2_14/Mg5H10(C2O9)2_14.cif
MgAl2(PO5)2_14,RRUFF,RRUFF:R050269-1,R050269-1,RRUFF:R050269-1,rruff__R050269-1,https://rruff.info/R050269,inferred_from_rruff_id,MgAl2(PO5)2,MgAl2(PO5)2,MgAl2(PO5)2,14,monoclinic,rruff_amcsd_0009233,Al2|Mg1|O10|P2::sg::14,rruff,fit_quality_filtered,29.36961920625969,41.56184995917273,0.7442238347475324,0.75,0.7813120192726523,[],real_spectra/MgAl2(PO5)2_14/MgAl2(PO5)2_14.xy,real_spectra/MgAl2(PO5)2_14/MgAl2(PO5)2_14.cif
MgAlH14SClO11_1,opXRD,opXRD:001240,1240,opXRD:001240,opxrd__001240,,not_recorded_in_manifest,MgAlH14SClO11,MgAlH14SClO11,MgAlH14SClO11,1,triclinic,opxrd_001240,Al1|Cl1|H14|Mg1|O11|S1::sg::1,opxrd,fit_quality_filtered,2.794010043188699,3.2194110401218854,0.9997737315553886,0.625,0.11337965733647007,"[""trimmed_below_5deg""]",real_spectra/MgAlH14SClO11_1/MgAlH14SClO11_1.xy,real_spectra/MgAlH14SClO11_1/MgAlH14SClO11_1.cif
MgAsO8_61,RRUFF,RRUFF:R060042-1,R060042-1,RRUFF:R060042-1,rruff__R060042-1,https://rruff.info/R060042,inferred_from_rruff_id,MgAsO8,MgAsO8,MgAsO8,61,orthorhombic,rruff_amcsd_0009557,As1|Mg1|O8::sg::61,rruff,fit_quality_filtered,18.11520983114812,17.897348265328343,0.9878100600019548,0.875,0.625710556143684,[],real_spectra/MgAsO8_61/MgAsO8_61.xy,real_spectra/MgAsO8_61/MgAsO8_61.cif
MgB3H15O13_1,opXRD,opXRD:000200,200,opXRD:000200,opxrd__000200,,not_recorded_in_manifest,MgB3H15O13,MgB3H15O13,MgB3H15O13,1,triclinic,opxrd_000200,B3|H15|Mg1|O13::sg::1,opxrd,fit_quality_filtered,8.215879893995675,10.77252142053283,0.9926087317765953,0.5,0.6619233085494252,[],real_spectra/MgB3H15O13_1/MgB3H15O13_1.xy,real_spectra/MgB3H15O13_1/MgB3H15O13_1.cif
MgB3H15O13_14,RRUFF,RRUFF:R050195-1,R050195-1,RRUFF:R050195-1,rruff__R050195-1,https://rruff.info/R050195,inferred_from_rruff_id,MgB3H15O13,MgB3H15O13,MgB3H15O13,14,monoclinic,rruff_amcsd_0009554,B3|H15|Mg1|O13::sg::14,rruff,fit_quality_filtered,40.64927557040687,41.44526441289827,0.7237622522983067,0.75,0.3929922228374707,[],real_spectra/MgB3H15O13_14/MgB3H15O13_14.xy,real_spectra/MgB3H15O13_14/MgB3H15O13_14.cif
MgB3H15O13_2,RRUFF,RRUFF:R050393-1,R050393-1,RRUFF:R050393-1,rruff__R050393-1,https://rruff.info/R050393,inferred_from_rruff_id,MgB3H15O13,MgB3H15O13,MgB3H15O13,2,triclinic,rruff_amcsd_0009513,B3|H15|Mg1|O13::sg::2,rruff,fit_quality_filtered,37.661141017066775,38.42793897266587,0.7370280486583719,0.75,0.3125662654290193,[],real_spectra/MgB3H15O13_2/MgB3H15O13_2.xy,real_spectra/MgB3H15O13_2/MgB3H15O13_2.cif
MgBHO3_14,RRUFF,RRUFF:R070498-1,R070498-1,RRUFF:R070498-1,rruff__R070498-1,https://rruff.info/R070498,inferred_from_rruff_id,MgBHO3,MgBHO3,MgBHO3,14,monoclinic,rruff_amcsd_0000453,B1|H1|Mg1|O3::sg::14,rruff,fit_quality_filtered,18.30559035326272,19.713180198324114,0.9091356034543165,0.75,0.8858356040515614,[],real_spectra/MgBHO3_14/MgBHO3_14.xy,real_spectra/MgBHO3_14/MgBHO3_14.cif
MgCO3_167,RRUFF,RRUFF:R050443-1,R050443-1,RRUFF:R050443-1,rruff__R050443-1,https://rruff.info/R050443,inferred_from_rruff_id,MgCO3,MgCO3,MgCO3,167,trigonal_hex,rruff_amcsd_0000099,C1|Mg1|O3::sg::167,rruff,fit_quality_filtered,27.08433368266328,13.745715758604918,0.9972437717636932,1.0,0.3921797860339511,[],real_spectra/MgCO3_167/MgCO3_167.xy,real_spectra/MgCO3_167/MgCO3_167.cif
MgH20S2(NO7)2_14,RRUFF,RRUFF:R061027-1,R061027-1,RRUFF:R061027-1,rruff__R061027-1,https://rruff.info/R061027,inferred_from_rruff_id,MgH20S2(NO7)2,MgH20S2(NO7)2,MgH20S2(NO7)2,14,monoclinic,rruff_amcsd_0010599,H20|Mg1|N2|O14|S2::sg::14,rruff,fit_quality_filtered,25.0271626801898,25.917725485068605,0.8955093574275872,1.0,0.8206190099301832,[],real_spectra/MgH20S2(NO7)2_14/MgH20S2(NO7)2_14.xy,real_spectra/MgH20S2(NO7)2_14/MgH20S2(NO7)2_14.cif
MgH8SO8_14,RRUFF,RRUFF:R060321-1,R060321-1,RRUFF:R060321-1,rruff__R060321-1,https://rruff.info/R060321,inferred_from_rruff_id,MgH8SO8,MgH8SO8,MgH8SO8,14,monoclinic,rruff_amcsd_0009275,H8|Mg1|O8|S1::sg::14,rruff,fit_quality_filtered,21.743961104629157,23.451581765111783,0.9464764725587783,0.875,0.7779221934445909,[],real_spectra/MgH8SO8_14/MgH8SO8_14.xy,real_spectra/MgH8SO8_14/MgH8SO8_14.cif
MgHO_1,opXRD,opXRD:000584,584,opXRD:000584,opxrd__000584,,not_recorded_in_manifest,MgHO,MgHO,MgHO,1,triclinic,opxrd_000584,H1|Mg1|O1::sg::1,opxrd,fit_quality_filtered,5.159210709102735,5.48784949745101,0.9997162154875435,1.0,0.5127638626915709,[],real_spectra/MgHO_1/MgHO_1.xy,real_spectra/MgHO_1/MgHO_1.cif
MgPH16NO10_31,RRUFF,RRUFF:R050511-1,R050511-1,RRUFF:R050511-1,rruff__R050511-1,https://rruff.info/R050511,inferred_from_rruff_id,MgPH16NO10,MgPH16NO10,MgPH16NO10,31,orthorhombic,rruff_amcsd_0009807,H16|Mg1|N1|O10|P1::sg::31,rruff,fit_quality_filtered,19.730690448468003,23.535681835749187,0.9024780864354892,0.875,0.8469943186264319,[],real_spectra/MgPH16NO10_31/MgPH16NO10_31.xy,real_spectra/MgPH16NO10_31/MgPH16NO10_31.cif
Mn13Si2SbO24_157,RRUFF,RRUFF:R050664-1,R050664-1,RRUFF:R050664-1,rruff__R050664-1,https://rruff.info/R050664,inferred_from_rruff_id,Mn13Si2SbO24,Mn13Si2SbO24,Mn13Si2SbO24,157,trigonal_hex,rruff_amcsd_0001397,Mn13|O24|Sb1|Si2::sg::157,rruff,fit_quality_filtered,14.375881440251254,17.225735670668417,0.8850857525891749,0.75,0.9301508266545191,[],real_spectra/Mn13Si2SbO24_157/Mn13Si2SbO24_157.xy,real_spectra/Mn13Si2SbO24_157/Mn13Si2SbO24_157.cif
Mn2PO4F_15,RRUFF,RRUFF:R060935-1,R060935-1,RRUFF:R060935-1,rruff__R060935-1,https://rruff.info/R060935,inferred_from_rruff_id,Mn2PO4F,Mn2PO4F,Mn2PO4F,15,monoclinic,rruff_amcsd_0009440,F1|Mn2|O4|P1::sg::15,rruff,fit_quality_filtered,13.53030313461897,14.935909771352716,0.7631709845612228,0.875,0.9832101260870769,[],real_spectra/Mn2PO4F_15/Mn2PO4F_15.xy,real_spectra/Mn2PO4F_15/Mn2PO4F_15.cif
Mn2Si2SnBHO9_1,opXRD,opXRD:000315,315,opXRD:000315,opxrd__000315,,not_recorded_in_manifest,Mn2Si2SnBHO9,Mn2Si2SnBHO9,Mn2Si2SnBHO9,1,triclinic,opxrd_000315,B1|H1|Mn2|O9|Si2|Sn1::sg::1,opxrd,fit_quality_filtered,2.7058457197082024,3.3172257838107315,0.9997486587056862,0.625,0.06875271236340758,[],real_spectra/Mn2Si2SnBHO9_1/Mn2Si2SnBHO9_1.xy,real_spectra/Mn2Si2SnBHO9_1/Mn2Si2SnBHO9_1.cif
Mn3Al2(SiO4)3_230,RRUFF,RRUFF:R060447-1,R060447-1,RRUFF:R060447-1,rruff__R060447-1,https://rruff.info/R060447,inferred_from_rruff_id,Mn3Al2(SiO4)3,Mn3Al2(SiO4)3,Mn3Al2(SiO4)3,230,cubic,rruff_amcsd_0002776,Al2|Mn3|O12|Si3::sg::230,rruff,fit_quality_filtered,14.437941228234074,13.973665526297289,0.947505290605674,0.875,0.9246844818647977,[],real_spectra/Mn3Al2(SiO4)3_230/Mn3Al2(SiO4)3_230.xy,real_spectra/Mn3Al2(SiO4)3_230/Mn3Al2(SiO4)3_230.cif
Mn3B7ClO13_29,RRUFF,RRUFF:R060425-1,R060425-1,RRUFF:R060425-1,rruff__R060425-1,https://rruff.info/R060425,inferred_from_rruff_id,Mn3B7ClO13,Mn3B7ClO13,Mn3B7ClO13,29,orthorhombic,rruff_amcsd_0011067,B7|Cl1|Mn3|O13::sg::29,rruff,fit_quality_filtered,13.964687500764986,15.443729156801842,0.9000498540474818,0.875,0.9616163777765794,[],real_spectra/Mn3B7ClO13_29/Mn3B7ClO13_29.xy,real_spectra/Mn3B7ClO13_29/Mn3B7ClO13_29.cif
Mn3O4_141,RRUFF,RRUFF:R040090-1,R040090-1,RRUFF:R040090-1,rruff__R040090-1,https://rruff.info/R040090,inferred_from_rruff_id,Mn3O4,Mn3O4,Mn3O4,141,tetragonal,rruff_amcsd_0002024,Mn3|O4::sg::141,rruff,fit_quality_filtered,9.555119770509869,9.171997291889355,0.9213836844476364,0.75,0.959876181673359,[],real_spectra/Mn3O4_141/Mn3O4_141.xy,real_spectra/Mn3O4_141/Mn3O4_141.cif
Mn4Be3Si3SO12_218,RRUFF,RRUFF:R060059-1,R060059-1,RRUFF:R060059-1,rruff__R060059-1,https://rruff.info/R060059,inferred_from_rruff_id,Mn4Be3Si3SO12,Mn4Be3Si3SO12,Mn4Be3Si3SO12,218,cubic,rruff_amcsd_0000973,Be3|Mn4|O12|S1|Si3::sg::218,rruff,fit_quality_filtered,17.344000352292415,22.956969880309718,0.9167989577264235,0.75,0.9496856270013511,[],real_spectra/Mn4Be3Si3SO12_218/Mn4Be3Si3SO12_218.xy,real_spectra/Mn4Be3Si3SO12_218/Mn4Be3Si3SO12_218.cif
Mn5(PO5)4_15,RRUFF,RRUFF:R070452-1,R070452-1,RRUFF:R070452-1,rruff__R070452-1,https://rruff.info/R070452,inferred_from_rruff_id,Mn5(PO5)4,Mn5(PO5)4,Mn5(PO5)4,15,monoclinic,rruff_amcsd_0000314,Mn5|O20|P4::sg::15,rruff,fit_quality_filtered,11.020097712937565,12.355951596343328,0.8679508441833852,0.875,0.9620949516366503,[],real_spectra/Mn5(PO5)4_15/Mn5(PO5)4_15.xy,real_spectra/Mn5(PO5)4_15/Mn5(PO5)4_15.cif
Mn6H7C2Cl5O13_1,opXRD,opXRD:000973,973,opXRD:000973,opxrd__000973,,not_recorded_in_manifest,Mn6H7C2Cl5O13,Mn6H7C2Cl5O13,Mn6H7C2Cl5O13,1,triclinic,opxrd_000973,C2|Cl5|H7|Mn6|O13::sg::1,opxrd,fit_quality_filtered,2.678908461744723,3.0627935869825706,0.9997032827419978,0.5,0.11945914788409703,"[""marginal_peak_match""]",real_spectra/Mn6H7C2Cl5O13_1/Mn6H7C2Cl5O13_1.xy,real_spectra/Mn6H7C2Cl5O13_1/Mn6H7C2Cl5O13_1.cif
Mn7(AsO8)2_14,RRUFF,RRUFF:R070175-1,R070175-1,RRUFF:R070175-1,rruff__R070175-1,https://rruff.info/R070175,inferred_from_rruff_id,Mn7(AsO8)2,Mn7(AsO8)2,Mn7(AsO8)2,14,monoclinic,rruff_amcsd_0000169,As2|Mn7|O16::sg::14,rruff,fit_quality_filtered,12.327762529831189,17.724845070919198,0.5212760638879401,0.75,0.9721104405067844,[],real_spectra/Mn7(AsO8)2_14/Mn7(AsO8)2_14.xy,real_spectra/Mn7(AsO8)2_14/Mn7(AsO8)2_14.cif
