query_id,eval_id,sample_name,target_formula,target_formula_key,formula_group_id,target_space_group,target_space_group_symbol,target_crystal_system,target_phase_id,target_database,target_database_id,target_cif_path,mapping_basis,notes
gen_1030,Na3PO12_2,Na3PO12_2,Na3PO12,Na3PO12,Na3|O12|P1::sg::2,2,P-1,triclinic,mp-1197992,materials_project,mp-1197992,generated_spectra/all_1500/Na3PO12_2/Na3PO12_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1031,Na3PuO4_69,Na3PuO4_69,Na3PuO4,Na3PuO4,Na3|O4|Pu1::sg::69,69,Fmmm,orthorhombic,cod_7036441,cod,7036441,generated_spectra/all_1500/Na3PuO4_69/Na3PuO4_69.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1032,Na3ReO5_144,Na3ReO5_144,Na3ReO5,Na3ReO5,Na3|O5|Re1::sg::144,144,P3_1,trigonal,cod_1536031,cod,1536031,generated_spectra/all_1500/Na3ReO5_144/Na3ReO5_144.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1033,Na4Al17O20_194,Na4Al17O20_194,Na4Al17O20,Na4Al17O20,Al17|Na4|O20::sg::194,194,P6_3/mmc,hexagonal,cod_2100727,cod,2100727,generated_spectra/all_1500/Na4Al17O20_194/Na4Al17O20_194.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1034,Na4CO4_1,Na4CO4_1,Na4CO4,Na4CO4,C1|Na4|O4::sg::1,1,P1,triclinic,mp-1182529,materials_project,mp-1182529,generated_spectra/all_1500/Na4CO4_1/Na4CO4_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1035,Na4Ti5O12_143,Na4Ti5O12_143,Na4Ti5O12,Na4Ti5O12,Na4|O12|Ti5::sg::143,143,P3,trigonal,cod_2011660,cod,2011660,generated_spectra/all_1500/Na4Ti5O12_143/Na4Ti5O12_143.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1036,Na4UO17_14,Na4UO17_14,Na4UO17,Na4UO17,Na4|O17|U1::sg::14,14,P2_1/c,monoclinic,cod_1528299,cod,1528299,generated_spectra/all_1500/Na4UO17_14/Na4UO17_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1037,Na4UO20_14,Na4UO20_14,Na4UO20,Na4UO20,Na4|O20|U1::sg::14,14,P2_1/c,monoclinic,cod_4308128,cod,4308128,generated_spectra/all_1500/Na4UO20_14/Na4UO20_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1038,Na4W6O35_2,Na4W6O35_2,Na4W6O35,Na4W6O35,Na4|O35|W6::sg::2,2,P-1,triclinic,cod_7714601,cod,7714601,generated_spectra/all_1500/Na4W6O35_2/Na4W6O35_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1039,Na5(W6O31)2_2,Na5(W6O31)2_2,Na5(W6O31)2,Na5(W6O31)2,Na5|O62|W12::sg::2,2,P-1,triclinic,cod_7001419,cod,7001419,generated_spectra/all_1500/Na5(W6O31)2_2/Na5(W6O31)2_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1040,Na5W6O31_2,Na5W6O31_2,Na5W6O31,Na5W6O31,Na5|O31|W6::sg::2,2,P-1,triclinic,cod_2106756,cod,2106756,generated_spectra/all_1500/Na5W6O31_2/Na5W6O31_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1041,Na6O_35,Na6O_35,Na6O,Na6O,Na6|O1::sg::35,35,Cmm2,orthorhombic,mp-1173794,materials_project,mp-1173794,generated_spectra/all_1500/Na6O_35/Na6O_35.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1042,Na6V19O67_9,Na6V19O67_9,Na6V19O67,Na6V19O67,Na6|O67|V19::sg::9,9,Cc,monoclinic,cod_4323664,cod,4323664,generated_spectra/all_1500/Na6V19O67_9/Na6V19O67_9.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1043,Na6W7O38_29,Na6W7O38_29,Na6W7O38,Na6W7O38,Na6|O38|W7::sg::29,29,Pca2_1,orthorhombic,cod_1529709,cod,1529709,generated_spectra/all_1500/Na6W7O38_29/Na6W7O38_29.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1044,Na7(W3O19)3_14,Na7(W3O19)3_14,Na7(W3O19)3,Na7(W3O19)3,Na7|O57|W9::sg::14,14,P2_1/c,monoclinic,cod_4343878,cod,4343878,generated_spectra/all_1500/Na7(W3O19)3_14/Na7(W3O19)3_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1045,Na7Br7N36_148,Na7Br7N36_148,Na7Br7N36,Na7Br7N36,Br7|N36|Na7::sg::148,148,R-3,trigonal,cod_2310456,cod,2310456,generated_spectra/all_1500/Na7Br7N36_148/Na7Br7N36_148.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1046,Na7Ga13_62,Na7Ga13_62,Na7Ga13,Na7Ga13,Ga13|Na7::sg::62,62,Pnma,orthorhombic,cod_7221113,cod,7221113,generated_spectra/all_1500/Na7Ga13_62/Na7Ga13_62.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1047,Na7N36Cl7_148,Na7N36Cl7_148,Na7N36Cl7,Na7N36Cl7,Cl7|N36|Na7::sg::148,148,R-3,trigonal,cod_2310455,cod,2310455,generated_spectra/all_1500/Na7N36Cl7_148/Na7N36Cl7_148.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1048,NaB15_74,NaB15_74,NaB15,NaB15,B15|Na1::sg::74,74,Imma,orthorhombic,mp-2315,materials_project,mp-2315,generated_spectra/all_1500/NaB15_74/NaB15_74.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1049,NaClO13_12,NaClO13_12,NaClO13,NaClO13,Cl1|Na1|O13::sg::12,12,C2/m,monoclinic,cod_2312284,cod,2312284,generated_spectra/all_1500/NaClO13_12/NaClO13_12.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1050,NaCuO_1,NaCuO_1,NaCuO,NaCuO,Cu1|Na1|O1::sg::1,1,P1,triclinic,cod_2102687,cod,2102687,generated_spectra/all_1500/NaCuO_1/NaCuO_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1051,NaH9O5_14,NaH9O5_14,NaH9O5,NaH9O5,H9|Na1|O5::sg::14,14,P2_1/c,monoclinic,cod_1532135,cod,1532135,generated_spectra/all_1500/NaH9O5_14/NaH9O5_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1052,NaNbO3_95,NaNbO3_95,NaNbO3,NaNbO3,Na1|Nb1|O3::sg::95,95,P4_322,tetragonal,cod_9016173,cod,9016173,generated_spectra/all_1500/NaNbO3_95/NaNbO3_95.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1053,NaO2_136,NaO2_136,NaO2,NaO2,Na1|O2::sg::136,136,P4_2/mnm,tetragonal,mp-1238787,materials_project,mp-1238787,generated_spectra/all_1500/NaO2_136/NaO2_136.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1054,NaO2_166,NaO2_166,NaO2,NaO2,Na1|O2::sg::166,166,R-3m,trigonal,mp-1220954,materials_project,mp-1220954,generated_spectra/all_1500/NaO2_166/NaO2_166.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1055,NaO2_205,NaO2_205,NaO2,NaO2,Na1|O2::sg::205,205,Pa-3,cubic,mp-614,materials_project,mp-614,generated_spectra/all_1500/NaO2_205/NaO2_205.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1056,NaO2_58,NaO2_58,NaO2,NaO2,Na1|O2::sg::58,58,Pnnm,orthorhombic,mp-1901,materials_project,mp-1901,generated_spectra/all_1500/NaO2_58/NaO2_58.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1057,NaO2_61,NaO2_61,NaO2,NaO2,Na1|O2::sg::61,61,Pbca,orthorhombic,mp-1180346,materials_project,mp-1180346,generated_spectra/all_1500/NaO2_61/NaO2_61.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1058,NaO3_44,NaO3_44,NaO3,NaO3,Na1|O3::sg::44,44,Imm2,orthorhombic,mp-22464,materials_project,mp-22464,generated_spectra/all_1500/NaO3_44/NaO3_44.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1059,NaO5_12,NaO5_12,NaO5,NaO5,Na1|O5::sg::12,12,C2/m,monoclinic,mp-1180210,materials_project,mp-1180210,generated_spectra/all_1500/NaO5_12/NaO5_12.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1060,NaO8_14,NaO8_14,NaO8,NaO8,Na1|O8::sg::14,14,P2_1/c,monoclinic,mp-1201981,materials_project,mp-1201981,generated_spectra/all_1500/NaO8_14/NaO8_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1061,NaPO3_2,NaPO3_2,NaPO3,NaPO3,Na1|O3|P1::sg::2,2,P-1,triclinic,mp-864891,materials_project,mp-864891,generated_spectra/all_1500/NaPO3_2/NaPO3_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1062,NaPO4_2,NaPO4_2,NaPO4,NaPO4,Na1|O4|P1::sg::2,2,P-1,triclinic,mp-1180166,materials_project,mp-1180166,generated_spectra/all_1500/NaPO4_2/NaPO4_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1063,NaSO4_14,NaSO4_14,NaSO4,NaSO4,Na1|O4|S1::sg::14,14,P2_1/c,monoclinic,cod_2106439,cod,2106439,generated_spectra/all_1500/NaSO4_14/NaSO4_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1064,NaS_166,NaS_166,NaS,NaS,Na1|S1::sg::166,166,R-3m,trigonal,cod_1010251,cod,1010251,generated_spectra/all_1500/NaS_166/NaS_166.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1065,NaScF4_144,NaScF4_144,NaScF4,NaScF4,F4|Na1|Sc1::sg::144,144,P3_1,trigonal,cod_1515376,cod,1515376,generated_spectra/all_1500/NaScF4_144/NaScF4_144.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1066,NaSe2_122,NaSe2_122,NaSe2,NaSe2,Na1|Se2::sg::122,122,I-42d,tetragonal,mp-15514,materials_project,mp-15514,generated_spectra/all_1500/NaSe2_122/NaSe2_122.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1067,NaSi8(HO2)11_1,NaSi8(HO2)11_1,NaSi8(HO2)11,NaSi8(HO2)11,H11|Na1|O22|Si8::sg::1,1,P1,triclinic,cod_7200798,cod,7200798,generated_spectra/all_1500/NaSi8(HO2)11_1/NaSi8(HO2)11_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1068,NaSnAs_186,NaSnAs_186,NaSnAs,NaSnAs,As1|Na1|Sn1::sg::186,186,P6_3mc,hexagonal,cod_4003855,cod,4003855,generated_spectra/all_1500/NaSnAs_186/NaSnAs_186.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1069,NaTaO3_33,NaTaO3_33,NaTaO3,NaTaO3,Na1|O3|Ta1::sg::33,33,Pna2_1,orthorhombic,cod_2310617,cod,2310617,generated_spectra/all_1500/NaTaO3_33/NaTaO3_33.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1070,NaTcO4_88,NaTcO4_88,NaTcO4,NaTcO4,Na1|O4|Tc1::sg::88,88,I4_1/a,tetragonal,cod_2242256,cod,2242256,generated_spectra/all_1500/NaTcO4_88/NaTcO4_88.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1071,NaTi3O9_12,NaTi3O9_12,NaTi3O9,NaTi3O9,Na1|O9|Ti3::sg::12,12,C2/m,monoclinic,cod_2104964,cod,2104964,generated_spectra/all_1500/NaTi3O9_12/NaTi3O9_12.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1072,NaU4O17_2,NaU4O17_2,NaU4O17,NaU4O17,Na1|O17|U4::sg::2,2,P-1,triclinic,cod_9004702,cod,9004702,generated_spectra/all_1500/NaU4O17_2/NaU4O17_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1073,NaW6O31_14,NaW6O31_14,NaW6O31,NaW6O31,Na1|O31|W6::sg::14,14,P2_1/c,monoclinic,cod_7001418,cod,7001418,generated_spectra/all_1500/NaW6O31_14/NaW6O31_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1074,Na_139,Na_139,Na,Na,Na1::sg::139,139,I4/mmm,tetragonal,mp-974920,materials_project,mp-974920,generated_spectra/all_1500/Na_139/Na_139.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1075,Na_166,Na_166,Na,Na,Na1::sg::166,166,R-3m,trigonal,mp-973198,materials_project,mp-973198,generated_spectra/all_1500/Na_166/Na_166.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1076,Na_194,Na_194,Na,Na,Na1::sg::194,194,P6_3/mmc,hexagonal,mp-10172,materials_project,mp-10172,generated_spectra/all_1500/Na_194/Na_194.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1077,Na_213,Na_213,Na,Na,Na1::sg::213,213,P4_132,cubic,mp-1186055,materials_project,mp-1186055,generated_spectra/all_1500/Na_213/Na_213.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1078,Na_216,Na_216,Na,Na,Na1::sg::216,216,F-43m,cubic,mp-1221597,materials_project,mp-1221597,generated_spectra/all_1500/Na_216/Na_216.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1079,Na_217,Na_217,Na,Na,Na1::sg::217,217,I-43m,cubic,mp-1186081,materials_project,mp-1186081,generated_spectra/all_1500/Na_217/Na_217.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1080,Na_220,Na_220,Na,Na,Na1::sg::220,220,I-43d,cubic,mp-567772,materials_project,mp-567772,generated_spectra/all_1500/Na_220/Na_220.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1081,Na_221,Na_221,Na,Na,Na1::sg::221,221,Pm-3m,cubic,mp-689577,materials_project,mp-689577,generated_spectra/all_1500/Na_221/Na_221.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1082,Na_223,Na_223,Na,Na,Na1::sg::223,223,Pm-3n,cubic,mp-1186040,materials_project,mp-1186040,generated_spectra/all_1500/Na_223/Na_223.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1083,Na_225,Na_225,Na,Na,Na1::sg::225,225,Fm-3m,cubic,mp-974558,materials_project,mp-974558,generated_spectra/all_1500/Na_225/Na_225.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1084,Na_229,Na_229,Na,Na,Na1::sg::229,229,Im-3m,cubic,mp-127,materials_project,mp-127,generated_spectra/all_1500/Na_229/Na_229.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1085,Na_62,Na_62,Na,Na,Na1::sg::62,62,Pnma,orthorhombic,mp-1079952,materials_project,mp-1079952,generated_spectra/all_1500/Na_62/Na_62.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1086,Nb2Ni_227,Nb2Ni_227,Nb2Ni,Nb2Ni,Nb2|Ni1::sg::227,227,Fd-3m,cubic,cod_1511077,cod,1511077,generated_spectra/all_1500/Nb2Ni_227/Nb2Ni_227.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1087,Nb2O7_227,Nb2O7_227,Nb2O7,Nb2O7,Nb2|O7::sg::227,227,Fd-3m,cubic,cod_7212095,cod,7212095,generated_spectra/all_1500/Nb2O7_227/Nb2O7_227.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1088,NbO_47,NbO_47,NbO,NbO,Nb1|O1::sg::47,47,Pmmm,orthorhombic,cod_1531802,cod,1531802,generated_spectra/all_1500/NbO_47/NbO_47.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1089,Nd(PO4)3_5,Nd(PO4)3_5,Nd(PO4)3,Nd(PO4)3,Nd1|O12|P3::sg::5,5,C2,monoclinic,cod_1539746,cod,1539746,generated_spectra/all_1500/Nd(PO4)3_5/Nd(PO4)3_5.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1090,Nd2O3_150,Nd2O3_150,Nd2O3,Nd2O3,Nd2|O3::sg::150,150,P321,trigonal,cod_1010281,cod,1010281,generated_spectra/all_1500/Nd2O3_150/Nd2O3_150.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1091,Nd3Bi7_71,Nd3Bi7_71,Nd3Bi7,Nd3Bi7,Bi7|Nd3::sg::71,71,Immm,orthorhombic,cod_7121799,cod,7121799,generated_spectra/all_1500/Nd3Bi7_71/Nd3Bi7_71.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1092,Nd5Fe17_193,Nd5Fe17_193,Nd5Fe17,Nd5Fe17,Fe17|Nd5::sg::193,193,P6_3/mcm,hexagonal,cod_1527841,cod,1527841,generated_spectra/all_1500/Nd5Fe17_193/Nd5Fe17_193.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1093,Ni(AgO)2_12,Ni(AgO)2_12,Ni(AgO)2,Ni(AgO)2,Ag2|Ni1|O2::sg::12,12,C2/m,monoclinic,cod_1509682,cod,1509682,generated_spectra/all_1500/Ni(AgO)2_12/Ni(AgO)2_12.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1094,Ni7Bi3_51,Ni7Bi3_51,Ni7Bi3,Ni7Bi3,Bi3|Ni7::sg::51,51,Pmma,orthorhombic,cod_1519106,cod,1519106,generated_spectra/all_1500/Ni7Bi3_51/Ni7Bi3_51.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1095,NiSn_194,NiSn_194,NiSn,NiSn,Ni1|Sn1::sg::194,194,P6_3/mmc,hexagonal,cod_9008905,cod,9008905,generated_spectra/all_1500/NiSn_194/NiSn_194.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1096,NiSn_215,NiSn_215,NiSn,NiSn,Ni1|Sn1::sg::215,215,P-43m,cubic,cod_2009419,cod,2009419,generated_spectra/all_1500/NiSn_215/NiSn_215.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1097,Np2O5_13,Np2O5_13,Np2O5,Np2O5,Np2|O5::sg::13,13,P2/c,monoclinic,cod_4109157,cod,4109157,generated_spectra/all_1500/Np2O5_13/Np2O5_13.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1098,Np3OF12_1,Np3OF12_1,Np3OF12,Np3OF12,F12|Np3|O1::sg::1,1,P1,triclinic,cod_1001844,cod,1001844,generated_spectra/all_1500/Np3OF12_1/Np3OF12_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1099,Np_62,Np_62,Np,Np,Np1::sg::62,62,Pnma,orthorhombic,mp-11534,materials_project,mp-11534,generated_spectra/all_1500/Np_62/Np_62.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1100,O2_1,O2_1,O2,O2,O1::sg::1,1,P1,triclinic,mp-1180064,materials_project,mp-1180064,generated_spectra/all_1500/O2_1/O2_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1101,O2_10,O2_10,O2,O2,O1::sg::10,10,P2/m,monoclinic,mp-1056831,materials_project,mp-1056831,generated_spectra/all_1500/O2_10/O2_10.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1102,O2_12,O2_12,O2,O2,O1::sg::12,12,C2/m,monoclinic,mp-12957,materials_project,mp-12957,generated_spectra/all_1500/O2_12/O2_12.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1103,O2_123,O2_123,O2,O2,O1::sg::123,123,P4/mmm,tetragonal,mp-1056059,materials_project,mp-1056059,generated_spectra/all_1500/O2_123/O2_123.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1104,O2_13,O2_13,O2,O2,O1::sg::13,13,P2/c,monoclinic,mp-1180036,materials_project,mp-1180036,generated_spectra/all_1500/O2_13/O2_13.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1105,O2_15,O2_15,O2,O2,O1::sg::15,15,C2/c,monoclinic,mp-1087546,materials_project,mp-1087546,generated_spectra/all_1500/O2_15/O2_15.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1106,O2_161,O2_161,O2,O2,O1::sg::161,161,R3c,trigonal,mp-2421172,materials_project,mp-2421172,generated_spectra/all_1500/O2_161/O2_161.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1107,O2_166,O2_166,O2,O2,O1::sg::166,166,R-3m,trigonal,mp-610917,materials_project,mp-610917,generated_spectra/all_1500/O2_166/O2_166.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1108,O2_194,O2_194,O2,O2,O1::sg::194,194,P6_3/mmc,hexagonal,mp-1066100,materials_project,mp-1066100,generated_spectra/all_1500/O2_194/O2_194.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1109,O2_220,O2_220,O2,O2,O1::sg::220,220,I-43d,cubic,cod_1537396,cod,1537396,generated_spectra/all_1500/O2_220/O2_220.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1110,O2_223,O2_223,O2,O2,O1::sg::223,223,Pm-3n,cubic,cod_1541798,cod,1541798,generated_spectra/all_1500/O2_223/O2_223.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1111,O2_227,O2_227,O2,O2,O1::sg::227,227,Fd-3m,cubic,mp-1057818,materials_project,mp-1057818,generated_spectra/all_1500/O2_227/O2_227.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1112,O2_61,O2_61,O2,O2,O1::sg::61,61,Pbca,orthorhombic,mp-560602,materials_project,mp-560602,generated_spectra/all_1500/O2_61/O2_61.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1113,O2_63,O2_63,O2,O2,O1::sg::63,63,Cmcm,orthorhombic,mp-1058623,materials_project,mp-1058623,generated_spectra/all_1500/O2_63/O2_63.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1114,O2_69,O2_69,O2,O2,O1::sg::69,69,Fmmm,orthorhombic,mp-607540,materials_project,mp-607540,generated_spectra/all_1500/O2_69/O2_69.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1115,O2_92,O2_92,O2,O2,O1::sg::92,92,P4_12_12,tetragonal,mp-723285,materials_project,mp-723285,generated_spectra/all_1500/O2_92/O2_92.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1116,OF2_62,OF2_62,OF2,OF2,F2|O1::sg::62,62,Pnma,orthorhombic,mp-1095223,materials_project,mp-1095223,generated_spectra/all_1500/OF2_62/OF2_62.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1117,OF3_1,OF3_1,OF3,OF3,F3|O1::sg::1,1,P1,triclinic,mp-974002,materials_project,mp-974002,generated_spectra/all_1500/OF3_1/OF3_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1118,OF_166,OF_166,OF,OF,F1|O1::sg::166,166,R-3m,trigonal,mp-1238792,materials_project,mp-1238792,generated_spectra/all_1500/OF_166/OF_166.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1119,P2H3_19,P2H3_19,P2H3,P2H3,H3|P2::sg::19,19,P2_12_12_1,orthorhombic,cod_2001822,cod,2001822,generated_spectra/all_1500/P2H3_19/P2H3_19.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1120,P2O3_11,P2O3_11,P2O3,P2O3,O3|P2::sg::11,11,P2_1/m,monoclinic,mp-368,materials_project,mp-368,generated_spectra/all_1500/P2O3_11/P2O3_11.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1121,P2O5_1,P2O5_1,P2O5,P2O5,O5|P2::sg::1,1,P1,triclinic,mp-661384,materials_project,mp-661384,generated_spectra/all_1500/P2O5_1/P2O5_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1122,P2O5_161,P2O5_161,P2O5,P2O5,O5|P2::sg::161,161,R3c,trigonal,mp-562613,materials_project,mp-562613,generated_spectra/all_1500/P2O5_161/P2O5_161.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1123,P2O5_43,P2O5_43,P2O5,P2O5,O5|P2::sg::43,43,Fdd2,orthorhombic,mp-2452,materials_project,mp-2452,generated_spectra/all_1500/P2O5_43/P2O5_43.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1124,P2O5_47,P2O5_47,P2O5,P2O5,O5|P2::sg::47,47,Pmmm,orthorhombic,mp-990076,materials_project,mp-990076,generated_spectra/all_1500/P2O5_47/P2O5_47.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1125,P2O5_62,P2O5_62,P2O5,P2O5,O5|P2::sg::62,62,Pnma,orthorhombic,mp-2173,materials_project,mp-2173,generated_spectra/all_1500/P2O5_62/P2O5_62.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1126,P2O5_9,P2O5_9,P2O5,P2O5,O5|P2::sg::9,9,Cc,monoclinic,mp-1182643,materials_project,mp-1182643,generated_spectra/all_1500/P2O5_9/P2O5_9.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1127,P2O9_14,P2O9_14,P2O9,P2O9,O9|P2::sg::14,14,P2_1/c,monoclinic,mp-1201299,materials_project,mp-1201299,generated_spectra/all_1500/P2O9_14/P2O9_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1128,P2O9_19,P2O9_19,P2O9,P2O9,O9|P2::sg::19,19,P2_12_12_1,orthorhombic,mp-31272,materials_project,mp-31272,generated_spectra/all_1500/P2O9_19/P2O9_19.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1129,P2Se_141,P2Se_141,P2Se,P2Se,P2|Se1::sg::141,141,I4_1/amd,tetragonal,mp-1220020,materials_project,mp-1220020,generated_spectra/all_1500/P2Se_141/P2Se_141.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1130,P3N2Cl9_11,P3N2Cl9_11,P3N2Cl9,P3N2Cl9,Cl9|N2|P3::sg::11,11,P2_1/m,monoclinic,cod_2101951,cod,2101951,generated_spectra/all_1500/P3N2Cl9_11/P3N2Cl9_11.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1131,P3N3O14_2,P3N3O14_2,P3N3O14,P3N3O14,N3|O14|P3::sg::2,2,P-1,triclinic,mp-1180016,materials_project,mp-1180016,generated_spectra/all_1500/P3N3O14_2/P3N3O14_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1132,P3N5O11_7,P3N5O11_7,P3N5O11,P3N5O11,N5|O11|P3::sg::7,7,Pc,monoclinic,cod_1534842,cod,1534842,generated_spectra/all_1500/P3N5O11_7/P3N5O11_7.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1133,P3N5_9,P3N5_9,P3N5,P3N5,N5|P3::sg::9,9,Cc,monoclinic,cod_6000643,cod,6000643,generated_spectra/all_1500/P3N5_9/P3N5_9.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1134,P4H15(RuO10)2_2,P4H15(RuO10)2_2,P4H15(RuO10)2,P4H15(RuO10)2,H15|O20|P4|Ru2::sg::2,2,P-1,triclinic,cod_7049930,cod,7049930,generated_spectra/all_1500/P4H15(RuO10)2_2/P4H15(RuO10)2_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1135,P4O7_14,P4O7_14,P4O7,P4O7,O7|P4::sg::14,14,P2_1/c,monoclinic,mp-542622,materials_project,mp-542622,generated_spectra/all_1500/P4O7_14/P4O7_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_1136,P4O9_167,P4O9_167,P4O9,P4O9,O9|P4::sg::167,167,R-3c,trigonal,mp-541846,materials_project,mp-541846,generated_spectra/all_1500/P4O9_167/P4O9_167.cif,benchmark_target_mapping,Target CIF path is relative to this release.
